country,method,seed,municipality,rho
brazil,oracle,0,3528502,0.27046453421008604
brazil,oracle,0,3529401,0.24399431887657372
brazil,oracle,0,3534401,0.32631827670441105
brazil,oracle,0,3539806,0.10234238405395917
brazil,oracle,0,3543303,0.12797700627973946
brazil,oracle,0,3544103,0.008577995682964593
brazil,oracle,0,3547304,0.5550058846580825
brazil,oracle,0,3547809,0.5101499216228491
brazil,oracle,0,3548708,0.4171004109905318
brazil,oracle,0,3548807,0.3943570969446893
brazil,oracle,0,3550308,0.5109317849891748
brazil,oracle,0,3552502,0.15280105793717094
brazil,oracle,0,3552809,0.27531052730300665
brazil,oracle,1,3106200,0.5574084655156308
brazil,oracle,1,3106705,0.24509330597552464
brazil,oracle,1,3118601,0.3006642246954934
brazil,oracle,1,3124104,0.31453934060622185
brazil,oracle,1,3129806,0.3457922065342367
brazil,oracle,1,3144805,0.05532481136941315
brazil,oracle,1,3154606,0.20242946304599474
brazil,oracle,1,3156700,0.2902052903974523
brazil,oracle,1,3157807,0.17379592060333315
brazil,oracle,1,3165537,0.48557497647745984
brazil,oracle,1,3171204,0.12342311814233194
brazil,oracle,1,3300456,-0.016539760149737334
brazil,oracle,1,3301702,0.18572482215004268
brazil,oracle,1,3302007,0.09940497540469327
brazil,oracle,1,3302858,0.25713686187218315
brazil,oracle,1,3303203,0.4296025066175457
brazil,oracle,1,3303302,0.36012331635313555
brazil,oracle,1,3303500,0.29407073192253264
brazil,oracle,1,3304144,0.03134338525685465
brazil,oracle,1,3304557,0.3675793751752145
brazil,oracle,1,3305109,0.13250757679175035
brazil,oracle,1,3305554,-0.07910448901808798
brazil,oracle,1,3503901,0.4308925505593122
brazil,oracle,1,3505708,0.7307471577487453
brazil,oracle,1,3509007,0.08981226440957232
brazil,oracle,1,3509205,0.09625783370219257
brazil,oracle,1,3510609,0.401721109527847
brazil,oracle,1,3513009,0.1372537196227735
brazil,oracle,1,3513801,0.1921235008099772
brazil,oracle,1,3515004,0.36045108862207825
brazil,oracle,1,3515707,0.21153139537733304
brazil,oracle,1,3518800,0.33850492571704177
brazil,oracle,1,3522208,0.4603942115049513
brazil,oracle,1,3523107,-0.021200892460567698
brazil,oracle,1,3528502,0.19758641911375321
brazil,oracle,1,3529401,0.23696522576755216
brazil,oracle,1,3534401,0.29701092967974907
brazil,oracle,1,3539806,0.2465322283961024
brazil,oracle,1,3543303,0.17842562795358227
brazil,oracle,1,3544103,0.15708254409562153
brazil,oracle,1,3547304,0.4535221032496362
brazil,oracle,1,3547809,0.5920259252280377
brazil,oracle,1,3548708,0.26615912851574913
brazil,oracle,1,3548807,0.3326512961998817
brazil,oracle,1,3550308,0.5719978515035263
brazil,oracle,1,3552502,0.28157860098213733
brazil,oracle,1,3552809,0.2516286381570459
brazil,oracle,2,3106200,0.5293682666088133
brazil,oracle,2,3106705,0.13109194225063436
brazil,oracle,2,3118601,0.2473561165999786
brazil,oracle,2,3124104,0.2657119192864156
brazil,oracle,2,3129806,0.3158262795433884
brazil,oracle,2,3144805,-0.005122235491339628
brazil,oracle,2,3154606,0.13958436166842542
brazil,oracle,2,3156700,0.1631390235076025
brazil,oracle,2,3157807,0.18182690960969713
brazil,oracle,2,3165537,0.46331244575084163
brazil,oracle,2,3171204,-0.00491647222749032
brazil,oracle,2,3300456,0.07925302138804081
brazil,oracle,2,3301702,0.26488007619667064
brazil,oracle,2,3302007,0.045597635128506724
brazil,oracle,2,3302858,0.1910965480095143
brazil,oracle,2,3303203,0.39756611329408453
brazil,oracle,2,3303302,0.09846738811006284
brazil,oracle,2,3303500,0.20917295239402134
brazil,oracle,2,3304144,-0.1595060485317795
brazil,oracle,2,3304557,0.3146761724578386
brazil,oracle,2,3305109,0.12244952903540178
brazil,oracle,2,3305554,0.07887293765364985
brazil,oracle,2,3503901,0.21321462381460943
brazil,oracle,2,3505708,0.6789679244807881
brazil,oracle,2,3509007,0.16259061722111262
brazil,oracle,2,3509205,-0.03230388556712382
brazil,oracle,2,3510609,0.4087519553732022
brazil,oracle,2,3513009,0.042432768423752855
brazil,oracle,2,3513801,0.1718321612850905
brazil,oracle,2,3515004,0.28448589533752355
brazil,oracle,2,3515707,0.1174898384360431
brazil,oracle,2,3518800,0.34591436885620375
brazil,oracle,2,3522208,0.3452610670685838
brazil,oracle,2,3523107,0.10313050074273822
brazil,oracle,2,3528502,0.15834876449794907
brazil,oracle,2,3529401,0.10650289427438896
brazil,oracle,2,3534401,0.30807505007145886
brazil,oracle,2,3539806,0.28606138783185786
brazil,oracle,2,3543303,0.14896132740663715
brazil,oracle,2,3544103,0.14016736771014343
brazil,oracle,2,3547304,0.5138417805526485
brazil,oracle,2,3547809,0.5901085532088355
brazil,oracle,2,3548708,0.3124732740114832
brazil,oracle,2,3548807,0.3391859195989849
brazil,oracle,2,3550308,0.5777815809349565
brazil,oracle,2,3552502,0.2925389249209541
brazil,oracle,2,3552809,0.3058633496848183
